path	taxid
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halolactibacillus;	12988
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Paraliobacillus;	12989
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Piscibacillus;	12990
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salimicrobium;	12991
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Domibacillus;	12995
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus;	12996
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus;	12997
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Globicatella;	13002
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;	13003
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;	13004
Bacteria;Firmicutes;Bacilli;uncultured;	13005
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Kiloniella;	13095
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Chelatococcus;	13097
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium;	13102
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Confluentimicrobium;	13104
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;	13105
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum;	13106
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida;	13108
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudodonghicola;	13109
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola;	13110
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Haematospirillum;	13118
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Candidatus Neoehrlichia;	13119
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa;	13202
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Wenzhouxiangella;	13207
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylogaea;	13210
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Oblitimonas;	13218
Archaea;Altiarchaeota;Altiarchaeia;	15275
Archaea;Crenarchaeota;Bathyarchaeia;	15280
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Acidilobus;	15287
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Aeropyrum;	15288
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Caldisphaera;	15289
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Ignicoccaceae;Ignicoccus;	15291
Archaea;Crenarchaeota;Thermoprotei;Geoarchaeales;	15292
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermocladium;	15293
Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;	15368
Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;Ardenticatena;	15825
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;	15828
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Litorilinea;	15830
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;RBG-13-54-9;	15831
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;	15832
Bacteria;Chloroflexi;Chloroflexia;Thermobaculales;Thermobaculaceae;Thermobaculum;	15840
Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Sphaerobacter;	15844
Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;	15845
Bacteria;Chloroflexi;Dehalococcoidia;DscP2;	15847
Bacteria;Chloroflexi;Dehalococcoidia;GIF9;	15848
Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;	15849
Bacteria;Chloroflexi;OLB14;	15851
Bacteria;Dependentiae;Babeliae;Babeliales;	16027
Bacteria;Edwardsbacteria;	16032
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;	16072
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;	16076
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Paucisalibacillus;	16077
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pelagirhabdus;	16078
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Caryophanon;	16083
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Savagea;	16084
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;	16092
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus;	16094
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;	16202
Bacteria;Hydrothermae;	16204
Bacteria;Lindowbacteria;	16217
Bacteria;Margulisbacteria;	16218
Bacteria;Modulibacteria;Moduliflexia;Moduliflexales;Moduliflexaceae;	16222
Bacteria;Patescibacteria;ABY1;	16240
Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria;	16241
Bacteria;Patescibacteria;ABY1;Candidatus Jacksonbacteria;	16242
Bacteria;Patescibacteria;ABY1;Candidatus Kerfeldbacteria;	16243
Bacteria;Patescibacteria;ABY1;Candidatus Komeilibacteria;	16244
Bacteria;Patescibacteria;ABY1;Candidatus Kuenenbacteria;	16245
Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria;	16246
Bacteria;Patescibacteria;ABY1;Candidatus Uhrbacteria;	16247
Bacteria;Patescibacteria;Gracilibacteria;	16248
Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1);	16249
Bacteria;Patescibacteria;Gracilibacteria;Candidatus Abawacabacteria;	16250
Bacteria;Patescibacteria;Gracilibacteria;Candidatus Doudnabacteria;	16251
Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria;	16252
Bacteria;Patescibacteria;Microgenomatia;	16257
Bacteria;Patescibacteria;Microgenomatia;Candidatus Amesbacteria;	16259
Bacteria;Patescibacteria;Microgenomatia;Candidatus Beckwithbacteria;	16260
Bacteria;Patescibacteria;Microgenomatia;Candidatus Collierbacteria;	16261
Bacteria;Patescibacteria;Microgenomatia;Candidatus Curtissbacteria;	16262
Bacteria;Patescibacteria;Microgenomatia;Candidatus Daviesbacteria;	16263
Bacteria;Patescibacteria;Microgenomatia;Candidatus Gottesmanbacteria;	16264
Bacteria;Patescibacteria;Microgenomatia;Candidatus Jorgensenbacteria;	16265
Bacteria;Patescibacteria;Microgenomatia;Candidatus Levybacteria;	16266
Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria;	16267
Bacteria;Patescibacteria;Microgenomatia;Candidatus Roizmanbacteria;	16268
Bacteria;Patescibacteria;Microgenomatia;Candidatus Shapirobacteria;	16269
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;	16270
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woykebacteria;	16271
Bacteria;Patescibacteria;Parcubacteria;	16272
Bacteria;Patescibacteria;Parcubacteria;Candidatus Adlerbacteria;	16273
Bacteria;Patescibacteria;Parcubacteria;Candidatus Azambacteria;	16274
Bacteria;Patescibacteria;Parcubacteria;Candidatus Brennerbacteria;	16275
Bacteria;Patescibacteria;Parcubacteria;Candidatus Colwellbacteria;	16277
Bacteria;Patescibacteria;Parcubacteria;Candidatus Giovannonibacteria;	16278
Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;	16279
Bacteria;Patescibacteria;Parcubacteria;Candidatus Liptonbacteria;	16280
Bacteria;Patescibacteria;Parcubacteria;Candidatus Niyogibacteria;	16282
Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;	16283
Bacteria;Patescibacteria;Parcubacteria;Candidatus Portnoybacteria;	16284
Bacteria;Patescibacteria;Parcubacteria;Candidatus Ryanbacteria;	16285
Bacteria;Patescibacteria;Parcubacteria;Candidatus Spechtbacteria;	16286
Bacteria;Patescibacteria;Parcubacteria;Candidatus Staskawiczbacteria;	16287
Bacteria;Patescibacteria;Parcubacteria;Candidatus Sungbacteria;	16288
Bacteria;Patescibacteria;Parcubacteria;Candidatus Taylorbacteria;	16289
Bacteria;Patescibacteria;Parcubacteria;Candidatus Terrybacteria;	16290
Bacteria;Patescibacteria;Parcubacteria;Candidatus Vogelbacteria;	16291
Bacteria;Patescibacteria;Parcubacteria;Candidatus Wildermuthbacteria;	16292
Bacteria;Patescibacteria;Parcubacteria;Candidatus Wolfebacteria;	16293
Bacteria;Patescibacteria;Parcubacteria;Candidatus Yanofskybacteria;	16294
Bacteria;Patescibacteria;Parcubacteria;Candidatus Yonathbacteria;	16295
Bacteria;Patescibacteria;Parcubacteria;GWA2-40-143;	16299
Bacteria;Patescibacteria;Parcubacteria;OLB19;	16300
Bacteria;Patescibacteria;WWE3;	16304
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;	16351
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;	16352
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisphaera;	16353
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidocella;	16354
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidomonas;	16355
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Asaia;	16356
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;	16357
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Commensalibacter;	16359
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconacetobacter;	16360
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter;	16361
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Granulibacter;	16362
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter;	16363
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Kozakia;	16364
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Neoasaia;	16365
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Neokomagataea;	16366
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Parasaccharibacter;	16367
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;	16368
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rubritepida;	16369
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Tanticharoenia;	16372
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Meganema;	16378
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;	16381
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Nitrospirillum;	16382
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Niveispirillum;	16383
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Inquilinaceae;Inquilinus;	16385
Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Caedibacter;	16388
Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Candidatus Nucleicultrix;	16389
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;SWB02;	16391
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Euryhalocaulis;	16393
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis;	16394
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Parvularcula;	16396
Bacteria;Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;	16399
Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;URHD0088;	16403
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;	16404
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Holospora;	16408
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;Micavibrio;	16413
Bacteria;Proteobacteria;Alphaproteobacteria;NRL2;	16414
Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Paracaedibacter;	16418
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Parvibaculum;	16422
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Tepidicaulis;	16423
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;RS24;	16424
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;	16426
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;	16427
Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;	16429
Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;	16430
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea;	16431
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium;	16432
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocystis;	16433
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylosinus;	16434
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;	16435
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Salinarimonas;	16436
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Cucumibacter;	16438
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;	16439
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Maritalea;	16440
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Pelagibacterium;	16441
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Kaistiaceae;Kaistia;	16444
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Lutibaculaceae;Lutibaculum;	16448
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloceanibacter;	16450
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloligella;	16451
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylopilaceae;Methylopila;	16453
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;Pleomorphomonas;	16456
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ahrensia;	16457
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium;	16459
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aminobacter;	16461
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aquamicrobium;	16462
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aurantimonas;	16463
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas;	16464
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Bartonella;	16465
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella;	16466
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Candidatus Hodgkinia;	16467
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Candidatus Liberibacter;	16468
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Candidatus Tokpelaia;	16469
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Cohaesibacter;	16471
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Fulvimarina;	16472
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Hoeflea;	16473
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Leaf454;	16474
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Martelella;	16475
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;	16476
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mycoplana;	16477
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Nitratireductor;	16478
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ochrobactrum;	16479
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pararhizobium;	16481
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Phyllobacterium;	16482
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudaminobacter;	16483
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudochrobactrum;	16484
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudorhizobium;	16485
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;	16486
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;	16487
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Phreatobacter;	16488
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium;	16491
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia;	16493
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pannonibacter;	16495
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Polymorphum;	16496
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio;	16497
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Stappia;	16499
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Afipia;	16502
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Blastochloris;	16504
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;	16505
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;	16507
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Oligotropha;	16508
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;	16511
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudorhodoplanes;	16512
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudoxanthobacter;	16513
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;	16514
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Tardiphaga;	16515
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;	16518
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius;	16519
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Brevirhabdus;	16522
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Citreimonas;	16523
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Epibacterium;	16525
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;	16526
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter;	16527
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;HIMB11;	16528
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;	16533
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litorimicrobium;	16534
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Mameliella;	16536
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maribius;	16537
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita;	16538
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivivens;	16539
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nioella;	16541
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;	16542
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagibaca;	16543
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea;	16545
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Poseidonocella;	16548
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter;	16551
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca;	16553
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Salinihabitans;	16558
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sedimentitalea;	16559
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;	16561
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;	16562
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius;	16564
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassococcus;	16565
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thiobacimonas;	16566
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas;	16568
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yangia;	16571
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira;	16573
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;	16575
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Magnetospirillum;	16576
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Phaeospirillum;	16577
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Insolitispirillum;	16579
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;Terasakiella;	16584
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira;	16586
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;	16597
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;Candidatus Midichloria;	16599
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;RF32;	16600
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;	16603
